student_id,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,technical_score,communication_score,number_of_projects,internship,internship_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status
793,7.5,76.02,75.48,42.56,73.34,72.16,73.25,2,Yes,2,1,91.36,0,Yes,Placed
794,5.8,65.3,61.85,51.23,37.26,63.35,52.79,5,No,0,1,92.95,1,Yes,Not Placed
795,6.01,65.03,63.59,84.84,45.08,65.83,59.37,3,No,0,1,100.0,0,Yes,Placed
796,8.36,81.27,75.54,62.46,87.86,90.51,92.41,4,Yes,6,2,86.22,2,Yes,Placed
797,7.16,80.02,75.7,66.19,80.34,95.84,69.07,3,Yes,1,2,79.51,0,Yes,Placed
798,7.95,91.82,89.33,76.38,87.18,87.72,76.76,3,No,0,4,90.35,3,Yes,Placed
799,7.23,82.81,71.58,75.44,53.62,58.29,67.93,1,No,0,1,90.5,1,No,Placed
800,7.23,56.96,48.14,69.18,76.32,84.51,48.7,2,No,0,1,98.38,0,No,Placed
801,8.23,87.62,72.75,61.87,51.62,69.24,86.81,3,Yes,2,0,81.55,0,No,Placed
802,6.63,63.02,48.92,60.31,39.46,40.91,79.06,1,Yes,3,4,80.34,0,No,Not Placed
803,7.31,70.39,58.61,77.87,23.19,32.38,100.0,2,No,0,1,74.84,4,No,Not Placed
804,6.69,78.0,76.48,73.3,78.63,78.42,51.72,1,No,0,2,87.37,0,No,Placed
805,6.72,98.95,86.91,61.14,40.82,55.23,84.81,3,No,0,1,66.52,0,Yes,Not Placed
806,6.86,100.0,99.11,81.23,52.98,69.44,46.39,1,No,0,1,89.76,0,Yes,Placed
807,7.44,82.28,79.33,63.06,45.9,36.81,72.83,3,No,0,3,87.88,2,No,Placed
808,6.67,72.8,54.77,52.23,63.81,79.45,87.58,2,No,0,0,87.85,0,No,Placed
809,8.58,81.41,,53.62,63.02,53.78,32.7,1,Yes,2,0,83.38,0,Yes,Placed
810,6.22,85.65,88.57,50.32,30.16,33.55,66.31,2,Yes,6,0,97.33,0,Yes,Not Placed
811,6.99,71.15,61.09,60.91,62.58,53.05,59.86,1,No,0,2,90.72,0,No,Not Placed
812,6.72,96.54,95.25,83.51,32.22,74.59,57.36,2,Yes,2,0,75.93,0,Yes,Placed
813,8.79,77.76,68.13,52.92,57.77,58.74,76.93,2,No,0,0,76.11,0,Yes,Placed
814,7.42,80.97,78.66,67.83,27.73,31.25,90.17,0,No,0,0,73.2,2,No,Not Placed
815,8.34,82.99,69.58,55.15,45.32,56.91,67.6,5,No,0,1,87.51,2,Yes,Placed
816,5.57,80.06,62.71,61.1,47.21,59.06,73.7,0,No,0,1,72.0,1,No,Not Placed
817,7.49,85.07,78.5,42.35,30.48,32.16,72.06,3,No,0,0,92.83,0,No,Not Placed
818,8.18,67.59,64.84,61.69,43.21,57.16,70.03,2,No,0,3,95.23,1,Yes,Placed
819,7.29,68.3,63.29,62.09,58.29,51.18,50.39,2,No,0,3,73.21,0,Yes,Not Placed
820,8.37,61.8,51.15,73.1,58.82,58.18,89.95,2,No,0,0,80.14,0,Yes,Placed
821,6.63,80.27,74.05,68.35,82.93,58.45,75.31,3,No,0,2,82.17,3,Yes,Not Placed
822,8.75,84.35,83.07,47.02,97.51,69.13,77.11,3,Yes,1,1,90.84,2,No,Placed
823,9.73,80.49,77.08,81.26,64.81,87.82,55.48,3,No,0,0,98.09,0,Yes,Placed
824,6.8,95.09,92.04,68.15,62.76,80.8,61.73,1,No,0,0,65.15,2,Yes,Not Placed
825,6.71,74.93,67.08,67.98,64.92,66.49,66.83,3,No,0,1,78.82,4,Yes,Not Placed
826,8.8,83.02,89.1,64.86,61.43,79.09,42.39,1,Yes,6,1,79.34,0,Yes,Placed
827,8.94,61.9,51.3,57.23,49.07,49.92,39.62,0,No,0,0,67.99,0,Yes,Placed
828,6.62,70.35,72.22,68.27,52.81,55.02,59.19,2,No,0,2,77.15,1,No,Placed
829,6.74,83.35,89.47,72.13,51.31,58.12,79.41,2,No,0,1,86.28,0,Yes,Placed
830,6.89,85.19,85.52,38.8,48.58,44.4,58.24,2,No,0,1,79.21,0,Yes,Not Placed
831,5.72,71.47,67.7,56.92,52.4,51.61,51.66,3,No,0,0,66.55,1,Yes,Not Placed
832,6.19,74.14,67.5,61.18,38.25,56.57,55.34,2,Yes,3,1,100.0,0,No,Placed
833,6.1,56.79,64.4,68.84,31.48,44.19,61.8,2,No,0,1,84.66,0,Yes,Not Placed
834,6.36,70.72,57.26,82.9,52.48,68.73,63.63,0,Yes,6,1,83.12,0,No,Placed
835,7.16,85.68,74.36,53.42,63.08,70.5,100.0,3,No,0,2,71.02,0,No,Placed
836,7.46,81.9,75.53,57.53,42.01,50.55,88.98,2,No,0,2,84.61,4,No,Not Placed
837,8.91,81.01,87.81,57.31,85.17,67.11,88.45,2,No,0,1,80.36,1,Yes,Placed
838,6.1,75.6,76.08,52.98,22.26,17.94,91.03,3,No,0,1,63.11,0,No,Not Placed
839,8.28,75.08,64.83,59.79,57.59,59.74,52.02,2,No,0,3,71.3,4,No,Not Placed
840,6.96,67.08,62.89,76.56,51.85,57.55,48.0,2,Yes,6,1,89.95,3,No,Not Placed
841,7.15,83.39,75.13,49.19,47.62,48.97,50.08,2,Yes,3,0,100.0,0,Yes,Placed
842,7.94,80.05,71.37,71.42,55.06,59.81,94.02,2,No,0,1,85.67,3,No,Not Placed
843,5.97,80.9,85.64,39.47,75.79,90.73,60.15,3,No,0,0,93.03,0,No,Placed
844,7.62,68.69,55.84,56.58,48.2,37.41,47.48,1,No,0,2,80.44,0,Yes,Not Placed
845,7.38,49.16,62.11,60.06,95.68,65.1,62.24,1,Yes,2,1,81.13,0,Yes,Placed
846,7.74,88.17,90.98,90.12,68.49,78.3,65.71,1,Yes,2,1,92.91,1,No,Placed
847,7.52,69.25,76.06,60.88,61.53,57.57,74.83,2,Yes,1,0,98.63,0,Yes,Placed
848,9.9,64.65,59.48,31.98,86.35,73.2,74.52,4,Yes,6,1,95.01,1,No,Placed
849,6.5,83.32,78.79,35.02,89.94,79.3,55.09,2,No,0,3,71.34,1,Yes,Placed
850,6.62,70.3,56.8,65.51,38.02,59.11,82.34,1,Yes,6,0,81.33,0,Yes,Not Placed
851,6.51,87.72,79.75,74.21,35.31,31.91,58.49,3,No,0,1,84.78,0,No,Placed
852,6.59,82.4,83.11,70.63,41.39,44.59,67.19,3,Yes,1,3,79.4,0,Yes,Not Placed
853,6.5,83.2,90.25,67.51,52.47,61.27,82.36,4,Yes,6,1,85.88,0,No,Placed
854,8.51,58.61,48.89,82.43,42.18,61.96,58.45,2,No,0,1,90.21,0,No,Placed
855,8.76,89.54,82.66,56.91,70.44,88.31,59.75,4,Yes,1,1,92.03,0,No,Placed
856,6.57,78.14,74.11,78.42,77.98,87.67,80.65,0,Yes,6,1,98.86,0,No,Placed
857,6.28,70.57,57.35,40.52,52.55,48.37,54.56,1,Yes,1,0,78.71,0,No,Not Placed
858,7.72,76.72,78.78,51.43,57.36,46.67,63.07,0,Yes,1,0,68.36,0,Yes,Not Placed
859,6.59,53.69,47.52,37.89,43.47,36.15,80.0,3,No,0,1,85.58,2,No,Not Placed
860,7.9,79.9,75.35,60.88,76.65,65.99,100.0,0,Yes,2,3,100.0,4,Yes,Not Placed
861,7.42,62.65,57.77,64.31,47.0,58.74,80.9,2,No,0,0,77.23,2,Yes,Placed
862,5.53,58.77,51.58,66.71,71.96,72.95,78.51,2,No,0,0,88.87,0,No,Placed
863,8.9,56.73,,65.93,100.0,76.54,79.55,2,No,0,1,88.96,0,No,Placed
864,9.18,88.35,82.79,51.09,77.25,65.05,50.68,4,Yes,6,2,83.91,1,Yes,Placed
865,6.53,67.45,62.73,62.15,52.03,63.84,72.08,1,No,0,0,82.07,3,Yes,Not Placed
866,6.77,93.4,83.24,42.54,69.65,65.03,69.46,2,Yes,1,2,72.77,0,No,Placed
867,7.51,68.57,69.27,85.45,76.54,84.9,75.79,3,No,0,0,59.18,0,Yes,Placed
868,7.57,54.51,67.29,,48.45,55.88,72.1,0,No,0,3,70.88,0,No,Not Placed
869,7.92,61.6,61.56,57.67,55.5,72.41,76.83,3,Yes,3,1,78.1,1,No,Placed
870,9.41,89.83,93.82,88.83,55.45,67.83,64.39,3,No,0,1,92.97,0,Yes,Placed
871,7.01,73.13,59.69,46.37,62.18,53.57,71.05,4,No,0,1,80.97,0,Yes,Placed
872,6.32,68.42,67.84,48.12,60.57,47.68,47.9,4,No,0,2,76.81,2,No,Not Placed
873,5.68,76.92,65.45,48.56,25.21,34.71,64.24,2,Yes,2,0,73.09,0,Yes,Not Placed
874,6.4,81.02,66.1,63.98,44.34,25.83,95.04,2,No,0,0,88.57,0,Yes,Not Placed
875,7.16,88.41,78.65,71.47,37.1,45.57,75.74,0,No,0,1,95.58,0,Yes,Not Placed
876,9.17,92.38,97.68,76.1,59.91,62.71,69.62,1,Yes,1,2,92.63,0,Yes,Placed
877,6.63,70.68,76.21,100.0,61.31,59.27,100.0,0,No,0,2,88.06,0,Yes,Placed
878,7.45,59.09,60.12,31.26,48.57,34.09,45.5,2,Yes,6,1,67.24,0,Yes,Not Placed
879,7.18,70.04,55.77,74.13,52.94,67.4,50.03,4,Yes,3,1,78.48,0,No,Placed
880,8.51,78.12,73.74,56.64,43.65,49.85,100.0,2,No,0,0,100.0,1,No,Not Placed
881,9.98,63.43,64.51,56.2,82.64,75.73,70.83,2,No,0,2,93.22,1,No,Placed
882,6.62,63.51,63.57,55.7,52.26,56.36,65.63,2,No,0,2,66.62,0,Yes,Not Placed
883,6.66,79.13,61.46,51.37,42.36,45.99,,2,No,0,1,81.44,0,Yes,Not Placed
884,8.35,74.42,64.85,90.27,63.95,84.28,78.06,5,Yes,2,1,85.63,2,No,Placed
885,7.95,75.39,72.34,77.63,66.31,70.94,79.8,1,Yes,6,3,74.38,0,No,Placed
886,9.23,65.9,68.6,65.35,61.63,48.16,50.3,2,No,0,2,58.91,0,No,Placed
887,7.84,72.24,52.44,85.27,40.59,70.3,67.48,2,Yes,6,1,82.99,0,No,Placed
888,6.8,63.91,61.22,42.31,81.52,73.46,63.96,0,No,0,1,74.12,0,No,Placed
889,7.85,85.68,83.26,45.04,53.3,44.93,74.61,2,No,0,1,74.16,0,Yes,Placed
890,8.42,87.42,90.48,32.33,65.91,43.3,49.85,3,Yes,3,1,78.45,1,No,Not Placed
891,8.1,52.85,58.1,,79.98,76.3,92.54,0,Yes,1,1,80.66,0,No,Placed
892,7.76,63.85,67.12,67.43,100.0,89.06,86.48,0,No,0,1,81.91,3,No,Placed
893,8.37,57.04,49.94,66.54,48.32,69.53,63.46,1,No,0,1,73.16,0,No,Placed
894,8.49,67.2,50.22,67.24,74.64,68.96,66.1,3,No,0,1,79.8,1,No,Placed
895,8.72,74.0,68.45,43.83,59.15,46.18,67.54,3,No,0,1,64.43,0,Yes,Placed
896,7.91,57.6,64.86,77.05,55.23,70.73,55.99,2,No,0,0,85.11,0,No,Not Placed
897,7.02,63.94,73.69,68.59,45.33,61.56,62.02,2,Yes,3,2,53.44,0,No,Placed
898,7.36,62.95,67.34,76.0,42.01,53.89,65.14,4,Yes,3,1,79.11,0,No,Placed
899,8.53,77.49,78.17,36.61,67.6,65.06,99.03,3,No,0,0,91.19,2,No,Placed
900,6.3,75.83,76.29,69.67,28.29,40.33,87.04,3,Yes,3,1,71.41,0,Yes,Not Placed
901,7.61,66.34,60.26,47.18,75.05,69.03,86.82,3,Yes,3,2,89.16,0,No,Placed
902,6.77,77.12,73.37,59.04,54.96,67.84,76.66,2,No,0,2,93.56,0,No,Placed
903,7.23,68.44,79.95,,64.19,73.09,49.89,2,No,0,1,48.92,1,No,Not Placed
904,8.61,71.74,62.03,66.37,61.86,61.52,69.25,4,Yes,6,3,80.49,0,Yes,Placed
905,7.41,95.08,100.0,52.23,53.77,66.83,87.47,4,No,0,0,53.24,2,No,Not Placed
906,7.25,91.09,84.4,65.09,62.32,39.51,47.35,0,No,0,3,80.82,2,Yes,Placed
907,5.7,59.41,69.07,42.03,28.17,52.85,81.46,0,Yes,6,0,81.93,2,No,Not Placed
908,8.02,84.96,70.21,82.25,58.8,48.77,100.0,5,No,0,0,57.17,0,Yes,Placed
909,7.91,84.74,85.95,61.92,50.39,47.58,89.11,1,Yes,1,1,100.0,0,No,Placed
910,9.58,61.22,54.2,81.78,63.28,68.42,,4,No,0,1,84.86,0,Yes,Placed
911,6.86,84.83,70.02,57.1,23.24,31.94,73.93,2,Yes,1,1,73.51,2,Yes,Not Placed
912,7.44,93.46,90.86,57.15,79.62,82.94,87.42,1,No,0,2,96.65,1,No,Not Placed
913,7.47,61.53,68.45,53.54,49.5,40.13,57.08,0,Yes,6,2,64.04,0,Yes,Placed
914,8.94,63.99,55.83,78.14,88.93,88.3,84.33,1,No,0,1,69.71,1,No,Placed
915,7.1,87.21,71.5,54.36,72.79,61.48,81.78,1,Yes,6,1,59.01,0,No,Placed
916,7.51,78.26,74.7,74.67,40.77,53.89,75.22,2,No,0,0,100.0,0,No,Placed
917,7.87,81.62,77.76,59.26,46.62,49.77,93.69,3,No,0,0,85.32,0,Yes,Placed
918,7.41,79.09,80.56,35.36,97.65,79.89,60.3,5,Yes,1,1,88.59,4,No,Placed
919,6.71,79.69,84.32,56.45,79.94,67.39,66.63,2,No,0,0,85.01,2,Yes,Placed
920,7.41,59.08,57.7,47.31,58.84,50.28,71.72,2,Yes,2,2,87.74,1,No,Placed
921,8.38,87.57,98.66,65.51,70.91,72.16,51.47,2,No,0,1,82.78,3,No,Not Placed
922,6.07,89.04,86.93,47.14,39.1,50.95,74.08,2,Yes,1,0,84.71,0,Yes,Not Placed
923,7.35,72.25,67.25,78.89,65.26,63.36,,2,No,0,1,83.08,3,Yes,Not Placed
924,6.43,74.48,59.14,63.63,40.68,38.88,88.85,0,No,0,0,75.91,0,Yes,Not Placed
925,8.51,56.63,53.86,62.34,37.63,51.18,70.84,0,Yes,6,1,81.53,1,No,Not Placed
926,5.52,81.17,75.36,74.84,24.37,39.19,60.62,0,Yes,1,2,84.74,1,Yes,Not Placed
927,6.59,81.86,,79.46,53.0,69.24,54.98,1,No,0,1,83.11,0,No,Placed
928,7.61,74.25,75.53,64.7,43.95,41.12,65.78,3,No,0,0,67.22,0,No,Not Placed
929,8.92,88.49,75.21,53.43,70.37,47.49,82.39,1,No,0,2,68.55,0,No,Placed
930,7.13,70.99,70.27,38.39,40.9,34.82,79.86,4,Yes,1,0,92.83,4,No,Not Placed
931,6.59,81.78,83.97,54.71,40.98,37.43,57.3,4,No,0,2,78.93,0,Yes,Not Placed
932,9.27,62.76,73.71,55.74,86.95,76.8,54.77,5,Yes,3,1,87.85,0,No,Placed
933,5.61,74.72,79.35,66.61,48.57,47.61,81.82,4,Yes,2,1,71.08,1,No,Not Placed
934,4.78,72.91,76.7,59.82,38.11,52.03,57.0,1,No,0,2,67.27,0,No,Not Placed
935,7.68,77.7,75.41,75.32,74.66,71.97,71.08,2,Yes,6,2,73.56,0,Yes,Placed
936,6.65,70.57,71.62,55.81,60.39,60.52,72.23,1,No,0,0,79.77,0,Yes,Not Placed
937,6.08,73.42,81.08,64.14,70.31,70.04,75.62,3,No,0,0,75.35,0,Yes,Placed
938,7.98,84.91,,82.76,56.94,66.63,85.45,4,No,0,2,94.94,1,Yes,Placed
939,7.47,69.76,64.99,70.13,53.3,58.11,47.27,4,No,0,0,83.8,0,Yes,Placed
940,6.58,55.72,48.97,64.1,33.12,47.52,35.6,2,No,0,1,100.0,0,Yes,Not Placed
941,5.79,96.0,94.43,55.97,39.9,36.76,59.79,3,No,0,2,86.04,0,No,Not Placed
942,8.16,91.58,97.26,55.5,79.75,86.47,100.0,0,No,0,1,57.87,0,Yes,Placed
943,7.92,59.49,53.77,52.24,82.82,71.28,100.0,0,No,0,2,92.56,3,No,Not Placed
944,7.09,83.28,60.83,56.88,71.13,53.74,100.0,3,Yes,3,2,66.9,2,Yes,Placed
945,9.23,68.96,63.77,76.33,46.94,57.64,66.53,2,Yes,2,1,84.31,0,No,Placed
946,6.02,78.16,82.65,61.67,64.43,55.09,37.92,5,Yes,3,2,74.25,0,No,Not Placed
947,5.52,78.53,79.98,44.75,16.6,31.7,27.83,0,No,0,1,100.0,0,No,Not Placed
948,6.44,72.19,73.39,91.52,64.98,95.04,58.95,4,No,0,1,96.4,0,No,Placed
949,7.15,65.59,61.8,69.8,51.68,49.25,66.43,2,Yes,6,1,74.58,0,Yes,Placed
950,7.47,66.71,54.81,43.9,70.28,65.69,93.41,3,Yes,2,2,80.73,2,No,Placed
951,6.93,64.01,66.73,58.37,35.49,24.8,85.62,3,No,0,2,84.45,0,Yes,Not Placed
952,7.59,65.02,,66.66,78.27,79.32,74.09,4,No,0,0,90.63,0,Yes,Placed
953,5.82,74.19,89.25,90.57,24.61,35.54,53.98,1,No,0,1,82.29,0,Yes,Not Placed
954,8.79,66.41,69.33,48.38,60.28,50.46,52.71,4,Yes,3,3,71.75,0,No,Placed
955,7.11,83.18,75.22,79.64,41.91,42.21,74.57,1,Yes,3,1,74.82,1,Yes,Not Placed
956,8.43,92.85,83.67,85.99,41.12,61.9,82.55,0,Yes,1,0,81.96,0,No,Not Placed
957,7.58,68.04,65.49,55.57,62.03,70.17,77.05,2,Yes,3,1,94.34,0,Yes,Placed
958,7.7,77.87,73.17,60.84,88.71,80.58,51.38,3,Yes,2,4,86.28,0,No,Placed
959,7.83,81.0,86.83,49.46,100.0,76.19,81.71,2,No,0,2,74.27,3,No,Placed
960,7.69,80.66,79.09,61.95,63.0,78.58,77.67,3,Yes,2,2,88.48,0,Yes,Placed
961,7.91,75.91,67.47,64.45,80.01,67.84,50.73,3,Yes,6,0,78.13,2,Yes,Placed
962,8.66,83.91,95.64,74.89,72.78,51.79,55.88,1,Yes,2,2,90.9,0,No,Placed
963,7.42,80.79,78.1,81.35,66.81,75.76,82.39,4,No,0,1,100.0,2,Yes,Placed
964,7.98,60.15,65.28,53.78,58.71,46.18,,0,No,0,2,78.41,1,Yes,Not Placed
965,7.1,85.43,77.02,35.49,59.74,62.35,98.6,4,No,0,1,90.02,0,No,Placed
966,8.78,85.65,84.99,64.68,78.34,70.43,79.02,2,Yes,1,0,74.55,2,Yes,Placed
967,6.46,65.84,66.75,69.4,42.97,56.94,61.24,2,Yes,1,1,80.88,1,Yes,Placed
968,9.18,75.46,57.79,68.74,72.29,85.24,69.82,2,Yes,2,0,82.3,0,Yes,Placed
969,7.16,83.2,96.0,60.1,56.37,45.4,71.14,1,Yes,3,2,80.06,0,Yes,Placed
970,5.63,72.49,80.56,66.87,57.41,54.59,56.89,2,No,0,3,100.0,0,Yes,Placed
971,7.34,87.88,80.91,87.73,42.74,55.48,53.57,1,No,0,1,78.93,1,Yes,Not Placed
972,6.45,100.0,86.18,70.73,50.83,72.18,82.63,1,No,0,2,87.87,1,Yes,Placed
973,8.12,65.57,66.79,59.4,93.68,76.81,85.21,1,No,0,1,62.7,1,Yes,Placed
974,6.48,58.43,58.28,57.5,69.32,59.83,80.87,2,No,0,2,86.32,1,No,Not Placed
975,6.71,78.65,78.63,62.45,73.91,75.25,97.28,3,Yes,6,2,93.42,1,No,Placed
976,5.12,83.66,81.83,89.55,41.34,50.03,60.25,2,No,0,2,76.72,0,No,Not Placed
977,6.7,72.23,74.06,62.25,58.43,61.1,100.0,4,Yes,1,1,56.9,0,Yes,Placed
978,4.53,92.44,99.77,64.7,51.3,39.81,53.78,2,No,0,1,81.61,3,Yes,Not Placed
979,5.46,58.94,62.59,57.77,67.07,86.42,51.77,3,Yes,2,2,82.17,0,No,Placed
980,8.04,83.32,71.59,81.48,35.02,35.48,38.32,3,Yes,2,0,89.24,0,No,Not Placed
981,8.06,67.73,76.86,94.4,44.78,56.45,61.98,2,No,0,2,100.0,1,Yes,Not Placed
982,7.67,95.63,100.0,71.76,80.99,77.89,60.93,3,No,0,3,78.2,0,Yes,Placed
983,6.14,98.91,100.0,66.24,44.94,70.46,79.47,0,Yes,1,1,73.44,0,Yes,Not Placed
984,7.15,65.8,55.23,65.55,47.1,39.39,74.39,4,Yes,3,2,70.33,0,No,Placed
985,7.2,68.41,68.51,29.24,38.76,55.74,48.53,3,Yes,2,2,83.98,0,Yes,Placed
986,5.93,85.32,65.13,76.18,39.08,57.78,62.93,1,No,0,1,86.79,4,No,Not Placed
987,8.85,70.35,72.74,67.01,49.79,59.13,63.31,3,No,0,1,76.54,0,No,Placed
988,8.17,74.46,67.62,71.43,96.69,79.26,38.03,0,No,0,2,89.79,0,No,Placed
989,6.96,75.3,88.16,54.33,55.32,60.73,52.34,1,Yes,6,1,86.65,0,No,Placed
990,7.23,51.96,45.57,59.23,56.97,50.41,56.13,0,No,0,0,82.43,0,Yes,Not Placed
991,7.43,74.83,58.84,58.83,68.25,78.1,95.81,3,Yes,1,2,72.98,0,No,Placed
992,4.95,66.72,61.28,80.32,54.07,52.23,73.45,3,Yes,2,1,77.18,0,No,Placed
993,6.93,69.08,51.37,59.32,69.61,65.39,81.92,3,Yes,2,2,57.7,0,No,Placed
994,6.45,92.32,94.1,96.24,67.7,70.71,43.02,0,No,0,0,84.36,0,No,Placed
995,6.1,59.92,45.0,71.46,39.32,39.09,91.5,2,Yes,3,0,82.26,0,No,Placed
996,6.89,84.76,81.51,45.86,50.66,56.63,93.42,3,Yes,1,3,83.88,1,Yes,Placed
997,9.18,71.65,52.86,63.07,84.96,83.74,34.03,1,No,0,0,87.04,2,Yes,Placed
998,7.9,71.64,66.92,55.22,55.33,67.39,57.3,2,Yes,6,2,85.86,3,No,Not Placed
999,6.57,84.48,94.18,32.08,52.5,28.57,78.92,0,No,0,2,80.9,0,Yes,Not Placed
1000,7.83,79.08,79.06,88.99,68.62,85.37,81.6,1,No,0,2,82.49,0,Yes,Placed
1001,8.74,81.85,71.75,75.55,81.69,100.0,57.79,2,No,0,0,67.96,1,Yes,Placed
1002,8.22,86.62,82.71,73.0,39.07,44.73,64.5,3,Yes,1,1,76.16,0,No,Placed
1003,7.27,71.02,69.07,67.48,68.85,87.39,59.25,1,Yes,1,2,82.5,1,Yes,Placed
1004,6.49,67.65,69.67,44.27,48.4,44.53,71.99,1,No,0,1,74.64,1,No,Not Placed
1005,7.97,61.98,49.85,57.75,74.36,55.65,91.55,1,No,0,1,90.6,1,Yes,Placed
1006,7.63,65.1,68.33,77.63,72.72,71.13,56.12,1,Yes,6,1,75.41,4,Yes,Not Placed
1007,8.18,100.0,73.36,49.23,89.6,87.97,88.01,1,Yes,1,0,84.16,1,Yes,Placed
1008,7.9,89.94,80.9,27.02,83.49,58.17,55.93,2,Yes,3,2,83.17,1,Yes,Placed
1009,8.35,58.79,54.0,61.59,87.03,73.4,54.74,3,No,0,2,89.46,0,No,Placed
1010,6.61,59.13,63.28,62.87,74.54,76.98,84.73,2,No,0,4,91.01,3,No,Not Placed
1011,8.65,80.78,77.89,67.03,73.56,71.64,86.59,3,Yes,2,1,88.94,0,No,Placed
1012,7.42,81.57,67.17,75.93,59.82,70.5,85.33,3,No,0,2,60.94,3,Yes,Placed
1013,9.48,81.59,70.55,74.56,88.95,87.02,46.32,1,No,0,0,93.94,0,Yes,Placed
1014,6.44,71.94,71.34,68.88,62.52,69.22,61.61,0,No,0,1,97.27,0,Yes,Placed
1015,9.11,73.49,70.51,82.93,68.24,68.33,84.81,4,Yes,1,1,77.18,2,Yes,Placed
1016,7.42,78.93,71.41,42.22,65.41,60.77,70.75,0,Yes,2,3,84.37,0,Yes,Placed
1017,6.48,76.03,69.58,72.57,51.34,48.44,50.67,1,Yes,2,2,73.09,2,No,Placed
1018,6.67,48.37,54.1,74.4,40.53,63.58,78.25,0,No,0,3,62.52,0,Yes,Placed
1019,6.85,72.24,65.88,46.41,74.14,59.48,57.13,2,No,0,2,74.61,2,Yes,Not Placed
1020,7.67,64.78,62.6,42.46,62.16,67.54,100.0,2,No,0,2,76.6,1,No,Placed
1021,7.78,77.1,91.75,53.81,92.93,78.86,97.81,5,Yes,1,0,78.45,1,Yes,Placed
1022,6.57,100.0,83.61,55.08,28.17,38.26,80.87,4,Yes,1,2,72.41,0,No,Not Placed
1023,7.17,79.41,61.65,76.3,49.03,52.26,94.5,2,Yes,1,1,74.67,0,No,Placed
1024,9.56,71.24,75.38,55.78,76.94,60.43,71.17,2,No,0,1,81.89,2,Yes,Placed
1025,9.1,86.06,77.03,52.15,89.86,61.1,83.78,1,Yes,1,0,74.3,0,Yes,Placed
1026,7.68,80.79,75.17,55.83,67.43,53.4,96.6,1,Yes,2,1,87.44,0,No,Placed
1027,7.24,80.04,70.79,81.78,62.59,65.11,74.42,1,No,0,1,88.82,0,Yes,Placed
1028,7.33,82.28,76.98,65.2,41.75,50.9,65.41,1,Yes,6,1,100.0,0,Yes,Placed
1029,7.87,99.68,100.0,62.31,45.64,60.75,39.32,1,No,0,1,93.26,0,No,Not Placed
1030,6.07,61.43,66.7,63.35,53.44,51.95,68.5,1,Yes,3,3,84.43,0,Yes,Placed
1031,6.92,80.68,84.51,84.38,34.87,40.91,84.82,2,No,0,2,75.8,0,Yes,Not Placed
1032,5.36,63.88,51.17,53.76,34.94,26.16,87.02,5,No,0,1,84.94,2,No,Not Placed
1033,7.64,81.67,69.29,84.73,68.63,78.26,79.08,2,No,0,1,85.27,0,No,Placed
1034,7.91,63.98,45.0,68.16,48.56,68.27,60.26,5,No,0,0,76.87,4,Yes,Placed
1035,6.67,69.99,61.52,62.59,77.43,85.64,34.42,2,No,0,1,89.84,0,Yes,Placed
1036,8.93,71.46,76.97,100.0,89.81,99.97,61.09,2,No,0,0,68.02,0,Yes,Placed
1037,5.85,86.71,87.17,49.17,23.24,37.4,64.52,2,No,0,3,79.56,0,Yes,Not Placed
1038,5.59,86.02,80.65,59.69,30.73,56.39,64.37,1,No,0,1,87.56,0,No,Not Placed
1039,7.45,60.05,58.87,46.51,25.29,34.98,81.13,1,Yes,2,0,79.12,0,No,Not Placed
1040,8.35,75.66,67.58,79.29,55.08,68.8,100.0,4,Yes,2,1,79.93,2,No,Placed
1041,9.05,66.49,66.47,90.34,83.91,82.63,72.22,5,Yes,6,1,80.62,0,Yes,Placed
1042,6.7,59.9,65.04,90.05,47.35,46.54,66.1,0,No,0,1,73.64,1,Yes,Not Placed
1043,8.39,72.4,57.23,83.36,74.0,69.97,65.33,1,No,0,0,93.74,0,Yes,Placed
1044,7.16,71.3,71.57,62.04,34.43,42.62,72.24,2,No,0,3,71.82,0,Yes,Not Placed
1045,7.01,100.0,100.0,59.52,68.05,66.1,55.09,1,Yes,6,0,85.18,0,Yes,Placed
1046,8.17,80.2,73.86,39.93,57.05,71.18,72.16,2,No,0,0,86.14,3,Yes,Not Placed
1047,7.92,58.47,63.23,95.54,63.52,73.94,78.11,1,Yes,6,0,72.51,0,Yes,Placed
1048,5.47,68.22,88.92,72.03,42.33,63.03,73.77,2,No,0,1,82.73,2,No,Not Placed
1049,8.82,87.26,82.7,57.62,51.52,49.0,78.24,1,Yes,6,0,72.9,0,No,Placed
1050,8.72,100.0,98.15,84.92,52.45,59.07,77.81,2,No,0,0,95.91,0,No,Placed
1051,6.51,55.97,49.47,50.41,66.61,48.46,38.11,0,Yes,6,1,70.61,0,Yes,Not Placed
1052,7.64,52.44,53.65,71.1,67.07,60.85,81.46,2,Yes,2,1,75.46,2,No,Placed
1053,7.74,97.45,96.39,62.41,77.7,78.38,57.92,5,No,0,0,69.76,1,No,Placed
1054,7.49,79.68,78.27,74.58,64.76,67.78,50.27,2,No,0,1,68.42,0,Yes,Placed
1055,6.59,64.58,54.96,64.05,54.9,67.07,50.12,4,Yes,6,1,97.91,2,No,Not Placed
